#! FIELDS ab2 projection
#! SET min_ab2 -0.349288
#! SET max_ab2 11.3493
#! SET nbins_ab2  332
#! SET periodic_ab2 false
   -0.349288000  -14.421990758
   -0.313944834  -14.426282556
   -0.278601668  -14.440591916
   -0.243258502  -14.483556059
   -0.207915335  -14.600861314
   -0.172572169  -14.899548883
   -0.137229003  -15.629976007
   -0.101885837  -17.328160787
   -0.066542671  -20.735138075
   -0.031199505  -26.122471136
    0.004143662  -33.011914995
    0.039486828  -40.475166993
    0.074829994  -47.395101202
    0.110173160  -52.867880113
    0.145516326  -56.544762133
    0.180859492  -58.660304365
    0.216202659  -59.783909832
    0.251545825  -60.497562733
    0.286888991  -61.170706724
    0.322232157  -61.895766640
    0.357575323  -62.567104237
    0.392918489  -63.034415505
    0.428261656  -63.223319852
    0.463604822  -63.162925710
    0.498947988  -62.937552726
    0.534291154  -62.624204884
    0.569634320  -62.266945609
    0.604977486  -61.885866776
    0.640320653  -61.494666646
    0.675663819  -61.117021662
    0.711006985  -60.786737151
    0.746350151  -60.527385387
    0.781693317  -60.336479516
    0.817036483  -60.197369810
    0.852379650  -60.112290816
    0.887722816  -60.119794516
    0.923065982  -60.279808303
    0.958409148  -60.646803066
    0.993752314  -61.257038598
    1.029095480  -62.113470364
    1.064438647  -63.168736036
    1.099781813  -64.328207562
    1.135124979  -65.474724404
    1.170468145  -66.503375644
    1.205811311  -67.345627476
    1.241154477  -67.981833775
    1.276497644  -68.434643005
    1.311840810  -68.753456577
    1.347183976  -68.994771221
    1.382527142  -69.193688309
    1.417870308  -69.351299141
    1.453213474  -69.456865443
    1.488556640  -69.522362138
    1.523899807  -69.584557492
    1.559242973  -69.678949849
    1.594586139  -69.821650852
    1.629929305  -70.004564003
    1.665272471  -70.205437885
    1.700615637  -70.401466968
    1.735958804  -70.580449784
    1.771301970  -70.746569062
    1.806645136  -70.921055039
    1.841988302  -71.129638352
    1.877331468  -71.390862884
    1.912674634  -71.720254948
    1.948017801  -72.133487740
    1.983360967  -72.643251380
    2.018704133  -73.248503691
    2.054047299  -73.927945425
    2.089390465  -74.633141910
    2.124733631  -75.290948989
    2.160076798  -75.832690624
    2.195419964  -76.228172096
    2.230763130  -76.492637242
    2.266106296  -76.661045219
    2.301449462  -76.767005124
    2.336792628  -76.827551915
    2.372135795  -76.828655494
    2.407478961  -76.723960239
    2.442822127  -76.461150076
    2.478165293  -76.027464221
    2.513508459  -75.471935283
    2.548851625  -74.877786451
    2.584194792  -74.312463528
    2.619537958  -73.807030602
    2.654881124  -73.373881653
    2.690224290  -73.034279432
    2.725567456  -72.828693367
    2.760910622  -72.804995716
    2.796253789  -72.998527171
    2.831596955  -73.415745079
    2.866940121  -74.034421595
    2.902283287  -74.819781287
    2.937626453  -75.735771915
    2.972969619  -76.733615779
    3.008312785  -77.717014676
    3.043655952  -78.541917088
    3.078999118  -79.078477006
    3.114342284  -79.272235369
    3.149685450  -79.146208798
    3.185028616  -78.766855665
    3.220371782  -78.213684927
    3.255714949  -77.557758884
