#! FIELDS ab1 projection
#! SET min_ab1 0.0832472
#! SET max_ab1 11.3506
#! SET nbins_ab1  320
#! SET periodic_ab1 false
    0.083247200  -14.512860535
    0.118568055  -14.512931658
    0.153888910  -14.513175290
    0.189209766  -14.513887146
    0.224530621  -14.515804294
    0.259851476  -14.520520940
    0.295172331  -14.531288372
    0.330493186  -14.554371496
    0.365814041  -14.601398870
    0.401134897  -14.693864090
    0.436455752  -14.871593592
    0.471776607  -15.208027374
    0.507097462  -15.826836251
    0.542418317  -16.887223217
    0.577739172  -18.484546101
    0.613060028  -20.537806958
    0.648380883  -22.833245610
    0.683701738  -25.159646886
    0.719022593  -27.379068644
    0.754343448  -29.424949708
    0.789664303  -31.275016788
    0.824985159  -32.928526664
    0.860306014  -34.396345724
    0.895626869  -35.697455817
    0.930947724  -36.856343040
    0.966268579  -37.901887306
    1.001589434  -38.867987053
    1.036910290  -39.792625743
    1.072231145  -40.713844191
    1.107552000  -41.660178112
    1.142872855  -42.640046173
    1.178193710  -43.635453606
    1.213514566  -44.602926156
    1.248835421  -45.498492062
    1.284156276  -46.298580472
    1.319477131  -47.011594420
    1.354797986  -47.668447649
    1.390118841  -48.313128556
    1.425439697  -48.988116648
    1.460760552  -49.720097986
    1.496081407  -50.506399170
    1.531402262  -51.311938197
    1.566723117  -52.081560970
    1.602043972  -52.760867646
    1.637364828  -53.317972385
    1.672685683  -53.766080746
    1.708006538  -54.159515369
    1.743327393  -54.554342214
    1.778648248  -54.975500253
    1.813969103  -55.413257993
    1.849289959  -55.841779243
    1.884610814  -56.240768561
    1.919931669  -56.606842686
    1.955252524  -56.944414520
    1.990573379  -57.251260899
    2.025894234  -57.519851948
    2.061215090  -57.752423564
    2.096535945  -57.973349560
    2.131856800  -58.221638387
    2.167177655  -58.526672675
    2.202498510  -58.887460561
    2.237819366  -59.276749046
    2.273140221  -59.661946137
    2.308461076  -60.025192711
    2.343781931  -60.365516297
    2.379102786  -60.695579180
    2.414423641  -61.033525606
    2.449744497  -61.397324987
    2.485065352  -61.797849865
    2.520386207  -62.241849877
    2.555707062  -62.738229770
    2.591027917  -63.291311124
    2.626348772  -63.897565730
    2.661669628  -64.539974558
    2.696990483  -65.197539499
    2.732311338  -65.863024312
    2.767632193  -66.543049360
    2.802953048  -67.244244345
    2.838273903  -67.961553329
    2.873594759  -68.676286232
    2.908915614  -69.363287335
    2.944236469  -70.004375635
    2.979557324  -70.595990741
    3.014878179  -71.153646148
    3.050199034  -71.700836122
    3.085519890  -72.249050210
    3.120840745  -72.786830638
    3.156161600  -73.292169410
    3.191482455  -73.756706841
    3.226803310  -74.198218024
    3.262124166  -74.650464964
    3.297445021  -75.134486430
    3.332765876  -75.646123515
    3.368086731  -76.163906850
    3.403407586  -76.660142116
    3.438728441  -77.110409442
    3.474049297  -77.500889129
    3.509370152  -77.831639273
    3.544691007  -78.119255777
    3.580011862  -78.396333153
    3.615332717  -78.697994026
    3.650653572  -79.039890887
    3.685974428  -79.413375622
    3.721295283  -79.802985644
    3.756616138  -80.203638076
    3.791936993  -80.620499514
    3.827257848  -81.052708991
    3.862578703  -81.487342438
    3.897899559  -81.900233103
    3.933220414  -82.272824507
    3.968541269  -82.606850675
    4.003862124  -82.923416963
    4.039182979  -83.243846577
    4.074503834  -83.578267377
    4.109824690  -83.927463745
    4.145145545  -84.287438097
    4.180466400  -84.643725055
    4.215787255  -84.977798080
    4.251108110  -85.273393632
    4.286428966  -85.522988513
    4.321749821  -85.724246912
    4.357070676  -85.887748300
    4.392391531  -86.041591828
    4.427712386  -86.222643341
    4.463033241  -86.450023275
    4.498354097  -86.714833243
    4.533674952  -86.991123349
    4.568995807  -87.253155237
    4.604316662  -87.484641822
    4.639637517  -87.681455023
    4.674958372  -87.852952072
    4.710279228  -88.023112846
    4.745600083  -88.228595467
    4.780920938  -88.506080261
    4.816241793  -88.873796440
    4.851562648  -89.321232256
    4.886883503  -89.814884562
    4.922204359  -90.306615666
    4.957525214  -90.731119553
    4.992846069  -91.021314523
    5.028166924  -91.160108605
    5.063487779  -91.197957640
    5.098808634  -91.217792735
    5.134129490  -91.281410574
    5.169450345  -91.403994799
    5.204771200  -91.573698087
    5.240092055  -91.761081176
    5.275412910  -91.936940693
    5.310733766  -92.092832141
    5.346054621  -92.251929840
    5.381375476  -92.447280760
    5.416696331  -92.693066820
    5.452017186  -92.978662551
    5.487338041  -93.282836060
    5.522658897  -93.598409273
    5.557979752  -93.935541618
    5.593300607  -94.309757671
    5.628621462  -94.720618630
    5.663942317  -95.144674235
    5.699263172  -95.551794958
    5.734584028  -95.926723375
    5.769904883  -96.280019092
    5.805225738  -96.636197949
    5.840546593  -97.012806266
    5.875867448  -97.407014288
    5.911188303  -97.799262513
    5.946509159  -98.168860232
    5.981830014  -98.507434812
    6.017150869  -98.817508971
    6.052471724  -99.100084503
    6.087792579  -99.347700298
    6.123113434  -99.545271260
    6.158434290  -99.680961245
    6.193755145  -99.756943693
    6.229076000  -99.801015580
    6.264396855  -99.851289188
    6.299717710  -99.934124821
    6.335038566 -100.050348462
    6.370359421 -100.180693738
    6.405680276 -100.296708265
    6.441001131 -100.372265255
    6.476321986 -100.381711821
    6.511642841 -100.300811254
    6.546963697 -100.119734575
    6.582284552  -99.857631731
    6.617605407  -99.557468260
    6.652926262  -99.269984199
    6.688247117  -99.032883776
    6.723567972  -98.857731917
    6.758888828  -98.734739328
    6.794209683  -98.650475603
    6.829530538  -98.602468856
    6.864851393  -98.597177127
    6.900172248  -98.644171967
    6.935493103  -98.749660996
    6.970813959  -98.910383769
    7.006134814  -99.105446948
    7.041455669  -99.305100945
    7.076776524  -99.490559185
    7.112097379  -99.668002283
    7.147418234  -99.858795843
    7.182739090 -100.075344514
    7.218059945 -100.299809604
    7.253380800 -100.491542106
    7.288701655 -100.617677225
    7.324022510 -100.679709754
    7.359343366 -100.705430970
    7.394664221 -100.721179801
    7.429985076 -100.734650327
    7.465305931 -100.747758722
    7.500626786 -100.773634967
    7.535947641 -100.832867834
    7.571268497 -100.936892633
    7.606589352 -101.084311286
    7.641910207 -101.265259823
    7.677231062 -101.447907354
    7.712551917 -101.578243191
    7.747872772 -101.619063443
    7.783193628 -101.581227500
    7.818514483 -101.500044635
    7.853835338 -101.394475471
    7.889156193 -101.265453776
    7.924477048 -101.120656296
    7.959797903 -100.972409403
    7.995118759 -100.818232751
    8.030439614 -100.635823148
    8.065760469 -100.404631411
    8.101081324 -100.122693758
    8.136402179  -99.807391025
    8.171723034  -99.484964955
    8.207043890  -99.178822187
    8.242364745  -98.901645324
    8.277685600  -98.655416681
    8.313006455  -98.426218225
    8.348327310  -98.187194943
    8.383648166  -97.922280953
    8.418969021  -97.645847876
    8.454289876  -97.391061694
    8.489610731  -97.177606446
    8.524931586  -97.005012383
    8.560252441  -96.872710792
    8.595573297  -96.785148913
    8.630894152  -96.746724384
    8.666215007  -96.755620584
    8.701535862  -96.801157993
    8.736856717  -96.859247227
    8.772177572  -96.910016181
    8.807498428  -96.957824447
    8.842819283  -97.022129982
    8.878140138  -97.113598773
    8.913460993  -97.228530824
    8.948781848  -97.361189520
    8.984102703  -97.506027500
    9.019423559  -97.652374922
    9.054744414  -97.780785683
    9.090065269  -97.878016882
    9.125386124  -97.965557829
    9.160706979  -98.089424382
    9.196027834  -98.287282546
    9.231348690  -98.559449396
    9.266669545  -98.874107126
    9.301990400  -99.197208252
    9.337311255  -99.520634031
    9.372632110  -99.859798377
    9.407952966 -100.222930749
    9.443273821 -100.591329258
    9.478594676 -100.924561294
    9.513915531 -101.173051119
    9.549236386 -101.304089723
    9.584557241 -101.338380153
    9.619878097 -101.351291815
    9.655198952 -101.420581913
    9.690519807 -101.584204715
    9.725840662 -101.842152671
    9.761161517 -102.177016428
    9.796482372 -102.559097056
    9.831803228 -102.953987057
    9.867124083 -103.337420439
    9.902444938 -103.699605244
    9.937765793 -104.035692412
    9.973086648 -104.327951726
   10.008407503 -104.549018244
   10.043728359 -104.684623385
   10.079049214 -104.744165363
   10.114370069 -104.756386041
   10.149690924 -104.753217206
   10.185011779 -104.750791662
   10.220332634 -104.742368511
   10.255653490 -104.708165244
   10.290974345 -104.622986252
   10.326295200 -104.466539622
   10.361616055 -104.234723771
   10.396936910 -103.942350806
