#! FIELDS ab2 projection
#! SET min_ab2 -0.350667
#! SET max_ab2 11.3477
#! SET nbins_ab2  332
#! SET periodic_ab2 false
   -0.350667000  -14.445841726
   -0.315324502  -14.451619709
   -0.279982003  -14.470705093
   -0.244639505  -14.528006478
   -0.209297006  -14.687983270
   -0.173954508  -15.123101800
   -0.138612009  -16.319068614
   -0.103269511  -19.365137187
   -0.067927012  -25.215984840
   -0.032584514  -33.512374753
    0.002757985  -43.082917380
    0.038100483  -52.356873862
    0.073442982  -59.826946904
    0.108785480  -64.631651891
    0.144127979  -66.833498540
    0.179470477  -67.221944151
    0.214812976  -66.811068494
    0.250155474  -66.378053531
    0.285497973  -66.269551599
    0.320840471  -66.469171728
    0.356182970  -66.788838617
    0.391525468  -67.046965594
    0.426867967  -67.155719738
    0.462210465  -67.124256097
    0.497552964  -67.012014686
    0.532895462  -66.872825137
    0.568237961  -66.745442874
    0.603580459  -66.652131061
    0.638922958  -66.610861385
    0.674265456  -66.637754395
    0.709607955  -66.739906578
    0.744950453  -66.896659244
    0.780292952  -67.062993171
    0.815635450  -67.199425021
    0.850977949  -67.316051176
    0.886320447  -67.497306117
    0.921662946  -67.884288154
    0.957005444  -68.608783124
    0.992347943  -69.707542127
    1.027690441  -71.067066328
    1.063032940  -72.452085320
    1.098375438  -73.614618992
    1.133717937  -74.404606013
    1.169060435  -74.808906815
    1.204402934  -74.911176576
    1.239745432  -74.823996438
    1.275087931  -74.646998782
    1.310430429  -74.452949216
    1.345772927  -74.296841499
    1.381115426  -74.222851188
    1.416457924  -74.262246486
    1.451800423  -74.419582394
    1.487142921  -74.663416824
    1.522485420  -74.938181020
    1.557827918  -75.201178687
    1.593170417  -75.445535537
    1.628512915  -75.698492866
    1.663855414  -75.995537469
    1.699197912  -76.349180500
    1.734540411  -76.724145382
    1.769882909  -77.049661630
    1.805225408  -77.259031450
    1.840567906  -77.333444591
    1.875910405  -77.322825511
    1.911252903  -77.331076644
    1.946595402  -77.474128466
    1.981937900  -77.819394267
    2.017280399  -78.342836277
    2.052622897  -78.937219046
    2.087965396  -79.458471563
    2.123307894  -79.784396408
    2.158650393  -79.856900250
    2.193992891  -79.687479092
    2.229335390  -79.327596482
    2.264677888  -78.837676649
    2.300020387  -78.280445238
    2.335362885  -77.720851051
    2.370705384  -77.218288213
    2.406047882  -76.819887914
    2.441390381  -76.551141728
    2.476732879  -76.418880455
    2.512075378  -76.420071986
    2.547417876  -76.549350633
    2.582760375  -76.804472394
    2.618102873  -77.197611898
    2.653445372  -77.747782971
    2.688787870  -78.444909325
